	n	zI	zG_X_XX	zG_X_XY	zG_Y_XY	zG_Z_ZZ	zG_Z_ZW	zG_W_ZW	wI_star	wG_X_XX	wG_X_XY	wG_Y_XY	wG_Z_ZZ	wG_Z_ZW	wG_W_ZW	
	14.542	0.465617	0.457472	0.0162894	0.931234	0.473762	0.914944	0	1.06877	1.06875	1.00489	1.00885	1.06875	1.01284	1	
	14.543	0.465619	0.457475	0.0162884	0.931238	0.473763	0.91495	0	1.06876	1.06874	1.00489	1.00885	1.06874	1.01284	1	
	14.544	0.465622	0.457478	0.0162873	0.931243	0.473765	0.914956	0	1.06876	1.06874	1.00489	1.00885	1.06874	1.01284	1	
	14.545	0.465624	0.457481	0.0162863	0.931248	0.473767	0.914962	0	1.06875	1.06873	1.00489	1.00885	1.06873	1.01284	1	
	14.546	0.465626	0.457484	0.0162852	0.931253	0.473769	0.914967	0	1.06875	1.06873	1.00489	1.00884	1.06873	1.01284	1	
	14.547	0.465629	0.457487	0.0162841	0.931257	0.473771	0.914973	0	1.06874	1.06872	1.00489	1.00884	1.06872	1.01283	1	
	14.548	0.465631	0.457489	0.0162831	0.931262	0.473773	0.914979	0	1.06874	1.06872	1.00489	1.00884	1.06872	1.01283	1	
	14.549	0.465633	0.457492	0.016282	0.931267	0.473774	0.914985	0	1.06873	1.06871	1.00489	1.00884	1.06871	1.01283	1	
	14.55	0.465636	0.457495	0.016281	0.931271	0.473776	0.914991	0	1.06873	1.06871	1.00489	1.00884	1.06871	1.01283	1	
	14.551	0.465638	0.457498	0.0162799	0.931276	0.473778	0.914996	0	1.06872	1.0687	1.00489	1.00884	1.0687	1.01283	1	
	14.552	0.46564	0.457501	0.0162789	0.931281	0.47378	0.915002	0	1.06872	1.0687	1.00489	1.00884	1.0687	1.01283	1	
	14.553	0.465643	0.457504	0.0162778	0.931286	0.473782	0.915008	0	1.06871	1.06869	1.00488	1.00884	1.06869	1.01282	1	
	14.554	0.465645	0.457507	0.0162767	0.93129	0.473784	0.915014	0	1.06871	1.06869	1.00488	1.00883	1.06869	1.01282	1	
	14.555	0.465648	0.45751	0.0162757	0.931295	0.473785	0.915019	0	1.0687	1.06869	1.00488	1.00883	1.06869	1.01282	1	
	14.556	0.46565	0.457513	0.0162746	0.9313	0.473787	0.915025	0	1.0687	1.06868	1.00488	1.00883	1.06868	1.01282	1	
	14.557	0.465652	0.457515	0.0162736	0.931305	0.473789	0.915031	0	1.0687	1.06868	1.00488	1.00883	1.06868	1.01282	1	
	14.558	0.465655	0.457518	0.0162725	0.931309	0.473791	0.915037	0	1.06869	1.06867	1.00488	1.00883	1.06867	1.01282	1	
	14.559	0.465657	0.457521	0.0162715	0.931314	0.473793	0.915042	0	1.06869	1.06867	1.00488	1.00883	1.06867	1.01281	1	
	14.56	0.465659	0.457524	0.0162704	0.931319	0.473795	0.915048	0	1.06868	1.06866	1.00488	1.00883	1.06866	1.01281	1	
	14.561	0.465662	0.457527	0.0162694	0.931323	0.473796	0.915054	0	1.06868	1.06866	1.00488	1.00883	1.06866	1.01281	1	
	14.562	0.465664	0.45753	0.0162683	0.931328	0.473798	0.91506	0	1.06867	1.06865	1.00488	1.00883	1.06865	1.01281	1	
	14.563	0.465666	0.457533	0.0162673	0.931333	0.4738	0.915066	0	1.06867	1.06865	1.00488	1.00882	1.06865	1.01281	1	
	14.564	0.465669	0.457536	0.0162662	0.931338	0.473802	0.915071	0	1.06866	1.06864	1.00488	1.00882	1.06864	1.01281	1	
	14.565	0.465671	0.457539	0.0162651	0.931342	0.473804	0.915077	0	1.06866	1.06864	1.00488	1.00882	1.06864	1.0128	1	
	14.566	0.465673	0.457541	0.0162641	0.931347	0.473806	0.915083	0	1.06865	1.06863	1.00488	1.00882	1.06863	1.0128	1	
	14.567	0.465676	0.457544	0.016263	0.931352	0.473807	0.915089	0	1.06865	1.06863	1.00488	1.00882	1.06863	1.0128	1	
	14.568	0.465678	0.457547	0.016262	0.931356	0.473809	0.915094	0	1.06864	1.06862	1.00487	1.00882	1.06862	1.0128	1	
	14.569	0.465681	0.45755	0.0162609	0.931361	0.473811	0.9151	0	1.06864	1.06862	1.00487	1.00882	1.06862	1.0128	1	
	14.57	0.465683	0.457553	0.0162599	0.931366	0.473813	0.915106	0	1.06863	1.06861	1.00487	1.00882	1.06861	1.0128	1	
	14.571	0.465685	0.457556	0.0162588	0.931371	0.473815	0.915112	0	1.06863	1.06861	1.00487	1.00882	1.06861	1.01279	1	
	14.572	0.465688	0.457559	0.0162578	0.931375	0.473817	0.915117	0	1.06862	1.06861	1.00487	1.00881	1.06861	1.01279	1	
	14.573	0.46569	0.457562	0.0162567	0.93138	0.473818	0.915123	0	1.06862	1.0686	1.00487	1.00881	1.0686	1.01279	1	
	14.574	0.465692	0.457564	0.0162557	0.931385	0.47382	0.915129	0	1.06862	1.0686	1.00487	1.00881	1.0686	1.01279	1	
	14.575	0.465695	0.457567	0.0162546	0.931389	0.473822	0.915135	0	1.06861	1.06859	1.00487	1.00881	1.06859	1.01279	1	
	14.576	0.465697	0.45757	0.0162536	0.931394	0.473824	0.915141	0	1.06861	1.06859	1.00487	1.00881	1.06859	1.01279	1	
	14.577	0.465699	0.457573	0.0162525	0.931399	0.473826	0.915146	0	1.0686	1.06858	1.00487	1.00881	1.06858	1.01278	1	
	14.578	0.465702	0.457576	0.0162515	0.931403	0.473827	0.915152	0	1.0686	1.06858	1.00487	1.00881	1.06858	1.01278	1	
	14.579	0.465704	0.457579	0.0162504	0.931408	0.473829	0.915158	0	1.06859	1.06857	1.00487	1.00881	1.06857	1.01278	1	
	14.58	0.465706	0.457582	0.0162494	0.931413	0.473831	0.915164	0	1.06859	1.06857	1.00487	1.0088	1.06857	1.01278	1	
	14.581	0.465709	0.457585	0.0162483	0.931418	0.473833	0.915169	0	1.06858	1.06856	1.00487	1.0088	1.06856	1.01278	1	
	14.582	0.465711	0.457588	0.0162472	0.931422	0.473835	0.915175	0	1.06858	1.06856	1.00487	1.0088	1.06856	1.01278	1	
	14.583	0.465714	0.45759	0.0162462	0.931427	0.473837	0.915181	0	1.06857	1.06855	1.00486	1.0088	1.06855	1.01277	1	
	14.584	0.465716	0.457593	0.0162451	0.931432	0.473838	0.915187	0	1.06857	1.06855	1.00486	1.0088	1.06855	1.01277	1	
	14.585	0.465718	0.457596	0.0162441	0.931436	0.47384	0.915192	0	1.06856	1.06854	1.00486	1.0088	1.06854	1.01277	1	
	14.586	0.465721	0.457599	0.016243	0.931441	0.473842	0.915198	0	1.06856	1.06854	1.00486	1.0088	1.06854	1.01277	1	
	14.587	0.465723	0.457602	0.016242	0.931446	0.473844	0.915204	0	1.06855	1.06853	1.00486	1.0088	1.06853	1.01277	1	
	14.588	0.465725	0.457605	0.0162409	0.931451	0.473846	0.91521	0	1.06855	1.06853	1.00486	1.0088	1.06853	1.01277	1	
	14.589	0.465728	0.457608	0.0162399	0.931455	0.473848	0.915215	0	1.06854	1.06853	1.00486	1.00879	1.06853	1.01276	1	
	14.59	0.46573	0.457611	0.0162388	0.93146	0.473849	0.915221	0	1.06854	1.06852	1.00486	1.00879	1.06852	1.01276	1	
	14.591	0.465732	0.457613	0.0162378	0.931465	0.473851	0.915227	0	1.06854	1.06852	1.00486	1.00879	1.06852	1.01276	1	
	14.592	0.465735	0.457616	0.0162367	0.931469	0.473853	0.915233	0	1.06853	1.06851	1.00486	1.00879	1.06851	1.01276	1	
	14.593	0.465737	0.457619	0.0162357	0.931474	0.473855	0.915238	0	1.06853	1.06851	1.00486	1.00879	1.06851	1.01276	1	
	14.594	0.465739	0.457622	0.0162346	0.931479	0.473857	0.915244	0	1.06852	1.0685	1.00486	1.00879	1.0685	1.01276	1	
	14.595	0.465742	0.457625	0.0162336	0.931483	0.473858	0.91525	0	1.06852	1.0685	1.00486	1.00879	1.0685	1.01275	1	
	14.596	0.465744	0.457628	0.0162325	0.931488	0.47386	0.915256	0	1.06851	1.06849	1.00486	1.00879	1.06849	1.01275	1	
	14.597	0.465746	0.457631	0.0162315	0.931493	0.473862	0.915261	0	1.06851	1.06849	1.00485	1.00878	1.06849	1.01275	1	
	14.598	0.465749	0.457634	0.0162304	0.931497	0.473864	0.915267	0	1.0685	1.06848	1.00485	1.00878	1.06848	1.01275	1	
	14.599	0.465751	0.457636	0.0162294	0.931502	0.473866	0.915273	0	1.0685	1.06848	1.00485	1.00878	1.06848	1.01275	1	
	14.6	0.465753	0.457639	0.0162283	0.931507	0.473868	0.915279	0	1.06849	1.06847	1.00485	1.00878	1.06847	1.01275	1	
	14.601	0.465756	0.457642	0.0162273	0.931512	0.473869	0.915284	0	1.06849	1.06847	1.00485	1.00878	1.06847	1.01274	1	
	14.602	0.465758	0.457645	0.0162262	0.931516	0.473871	0.91529	0	1.06848	1.06846	1.00485	1.00878	1.06846	1.01274	1	
	14.603	0.46576	0.457648	0.0162252	0.931521	0.473873	0.915296	0	1.06848	1.06846	1.00485	1.00878	1.06846	1.01274	1	
	14.604	0.465763	0.457651	0.0162241	0.931526	0.473875	0.915301	0	1.06847	1.06846	1.00485	1.00878	1.06846	1.01274	1	
	14.605	0.465765	0.457654	0.0162231	0.93153	0.473877	0.915307	0	1.06847	1.06845	1.00485	1.00878	1.06845	1.01274	1	
	14.606	0.465767	0.457656	0.016222	0.931535	0.473879	0.915313	0	1.06847	1.06845	1.00485	1.00877	1.06845	1.01274	1	
	14.607	0.46577	0.457659	0.016221	0.93154	0.47388	0.915319	0	1.06846	1.06844	1.00485	1.00877	1.06844	1.01273	1	
	14.608	0.465772	0.457662	0.01622	0.931544	0.473882	0.915324	0	1.06846	1.06844	1.00485	1.00877	1.06844	1.01273	1	
	14.609	0.465775	0.457665	0.0162189	0.931549	0.473884	0.91533	0	1.06845	1.06843	1.00485	1.00877	1.06843	1.01273	1	
	14.61	0.465777	0.457668	0.0162179	0.931554	0.473886	0.915336	0	1.06845	1.06843	1.00485	1.00877	1.06843	1.01273	1	
	14.611	0.465779	0.457671	0.0162168	0.931558	0.473888	0.915342	0	1.06844	1.06842	1.00485	1.00877	1.06842	1.01273	1	
	14.612	0.465782	0.457674	0.0162158	0.931563	0.473889	0.915347	0	1.06844	1.06842	1.00484	1.00877	1.06842	1.01273	1	
	14.613	0.465784	0.457677	0.0162147	0.931568	0.473891	0.915353	0	1.06843	1.06841	1.00484	1.00877	1.06841	1.01272	1	
	14.614	0.465786	0.457679	0.0162137	0.931572	0.473893	0.915359	0	1.06843	1.06841	1.00484	1.00876	1.06841	1.01272	1	
	14.615	0.465789	0.457682	0.0162126	0.931577	0.473895	0.915365	0	1.06842	1.0684	1.00484	1.00876	1.0684	1.01272	1	
	14.616	0.465791	0.457685	0.0162116	0.931582	0.473897	0.91537	0	1.06842	1.0684	1.00484	1.00876	1.0684	1.01272	1	
	14.617	0.465793	0.457688	0.0162105	0.931587	0.473899	0.915376	0	1.06841	1.06839	1.00484	1.00876	1.06839	1.01272	1	
	14.618	0.465796	0.457691	0.0162095	0.931591	0.4739	0.915382	0	1.06841	1.06839	1.00484	1.00876	1.06839	1.01272	1	
	14.619	0.465798	0.457694	0.0162084	0.931596	0.473902	0.915387	0	1.0684	1.06838	1.00484	1.00876	1.06838	1.01271	1	
	14.62	0.4658	0.457697	0.0162074	0.931601	0.473904	0.915393	0	1.0684	1.06838	1.00484	1.00876	1.06838	1.01271	1	
	14.621	0.465803	0.457699	0.0162063	0.931605	0.473906	0.915399	0	1.06839	1.06838	1.00484	1.00876	1.06838	1.01271	1	
	14.622	0.465805	0.457702	0.0162053	0.93161	0.473908	0.915405	0	1.06839	1.06837	1.00484	1.00876	1.06837	1.01271	1	
	14.623	0.465807	0.457705	0.0162042	0.931615	0.473909	0.91541	0	1.06839	1.06837	1.00484	1.00875	1.06837	1.01271	1	
	14.624	0.46581	0.457708	0.0162032	0.931619	0.473911	0.915416	0	1.06838	1.06836	1.00484	1.00875	1.06836	1.01271	1	
	14.625	0.465812	0.457711	0.0162022	0.931624	0.473913	0.915422	0	1.06838	1.06836	1.00484	1.00875	1.06836	1.0127	1	
	14.626	0.465814	0.457714	0.0162011	0.931629	0.473915	0.915427	0	1.06837	1.06835	1.00484	1.00875	1.06835	1.0127	1	
	14.627	0.465817	0.457717	0.0162001	0.931633	0.473917	0.915433	0	1.06837	1.06835	1.00483	1.00875	1.06835	1.0127	1	
	14.628	0.465819	0.457719	0.016199	0.931638	0.473918	0.915439	0	1.06836	1.06834	1.00483	1.00875	1.06834	1.0127	1	
	14.629	0.465821	0.457722	0.016198	0.931643	0.47392	0.915445	0	1.06836	1.06834	1.00483	1.00875	1.06834	1.0127	1	
	14.63	0.465824	0.457725	0.0161969	0.931647	0.473922	0.91545	0	1.06835	1.06833	1.00483	1.00875	1.06833	1.0127	1	
	14.631	0.465826	0.457728	0.0161959	0.931652	0.473924	0.915456	0	1.06835	1.06833	1.00483	1.00875	1.06833	1.01269	1	
	14.632	0.465828	0.457731	0.0161948	0.931657	0.473926	0.915462	0	1.06834	1.06832	1.00483	1.00874	1.06832	1.01269	1	
	14.633	0.465831	0.457734	0.0161938	0.931661	0.473928	0.915468	0	1.06834	1.06832	1.00483	1.00874	1.06832	1.01269	1	
	14.634	0.465833	0.457737	0.0161927	0.931666	0.473929	0.915473	0	1.06833	1.06831	1.00483	1.00874	1.06831	1.01269	1	
	14.635	0.465835	0.457739	0.0161917	0.931671	0.473931	0.915479	0	1.06833	1.06831	1.00483	1.00874	1.06831	1.01269	1	
	14.636	0.465838	0.457742	0.0161907	0.931675	0.473933	0.915485	0	1.06832	1.06831	1.00483	1.00874	1.06831	1.01269	1	
	14.637	0.46584	0.457745	0.0161896	0.93168	0.473935	0.91549	0	1.06832	1.0683	1.00483	1.00874	1.0683	1.01268	1	
	14.638	0.465842	0.457748	0.0161886	0.931685	0.473937	0.915496	0	1.06832	1.0683	1.00483	1.00874	1.0683	1.01268	1	
	14.639	0.465845	0.457751	0.0161875	0.931689	0.473938	0.915502	0	1.06831	1.06829	1.00483	1.00874	1.06829	1.01268	1	
	14.64	0.465847	0.457754	0.0161865	0.931694	0.47394	0.915508	0	1.06831	1.06829	1.00483	1.00873	1.06829	1.01268	1	
	14.641	0.465849	0.457757	0.0161854	0.931699	0.473942	0.915513	0	1.0683	1.06828	1.00483	1.00873	1.06828	1.01268	1	
	14.642	0.465852	0.457759	0.0161844	0.931703	0.473944	0.915519	0	1.0683	1.06828	1.00482	1.00873	1.06828	1.01268	1	
	14.643	0.465854	0.457762	0.0161834	0.931708	0.473946	0.915525	0	1.06829	1.06827	1.00482	1.00873	1.06827	1.01267	1	
	14.644	0.465856	0.457765	0.0161823	0.931713	0.473947	0.91553	0	1.06829	1.06827	1.00482	1.00873	1.06827	1.01267	1	
	14.645	0.465859	0.457768	0.0161813	0.931717	0.473949	0.915536	0	1.06828	1.06826	1.00482	1.00873	1.06826	1.01267	1	
	14.646	0.465861	0.457771	0.0161802	0.931722	0.473951	0.915542	0	1.06828	1.06826	1.00482	1.00873	1.06826	1.01267	1	
	14.647	0.465863	0.457774	0.0161792	0.931727	0.473953	0.915547	0	1.06827	1.06825	1.00482	1.00873	1.06825	1.01267	1	
	14.648	0.465866	0.457777	0.0161781	0.931731	0.473955	0.915553	0	1.06827	1.06825	1.00482	1.00873	1.06825	1.01267	1	
	14.649	0.465868	0.457779	0.0161771	0.931736	0.473957	0.915559	0	1.06826	1.06824	1.00482	1.00872	1.06824	1.01266	1	
	14.65	0.46587	0.457782	0.0161761	0.931741	0.473958	0.915565	0	1.06826	1.06824	1.00482	1.00872	1.06824	1.01266	1	
	14.651	0.465873	0.457785	0.016175	0.931745	0.47396	0.91557	0	1.06825	1.06824	1.00482	1.00872	1.06824	1.01266	1	
	14.652	0.465875	0.457788	0.016174	0.93175	0.473962	0.915576	0	1.06825	1.06823	1.00482	1.00872	1.06823	1.01266	1	
	14.653	0.465877	0.457791	0.0161729	0.931755	0.473964	0.915582	0	1.06825	1.06823	1.00482	1.00872	1.06823	1.01266	1	
	14.654	0.46588	0.457794	0.0161719	0.931759	0.473966	0.915587	0	1.06824	1.06822	1.00482	1.00872	1.06822	1.01266	1	
	14.655	0.465882	0.457797	0.0161708	0.931764	0.473967	0.915593	0	1.06824	1.06822	1.00482	1.00872	1.06822	1.01265	1	
	14.656	0.465884	0.457799	0.0161698	0.931769	0.473969	0.915599	0	1.06823	1.06821	1.00482	1.00872	1.06821	1.01265	1	
	14.657	0.465887	0.457802	0.0161688	0.931773	0.473971	0.915604	0	1.06823	1.06821	1.00481	1.00872	1.06821	1.01265	1	
	14.658	0.465889	0.457805	0.0161677	0.931778	0.473973	0.91561	0	1.06822	1.0682	1.00481	1.00871	1.0682	1.01265	1	
	14.659	0.465891	0.457808	0.0161667	0.931783	0.473975	0.915616	0	1.06822	1.0682	1.00481	1.00871	1.0682	1.01265	1	
	14.66	0.465894	0.457811	0.0161656	0.931787	0.473976	0.915622	0	1.06821	1.06819	1.00481	1.00871	1.06819	1.01265	1	
	14.661	0.465896	0.457814	0.0161646	0.931792	0.473978	0.915627	0	1.06821	1.06819	1.00481	1.00871	1.06819	1.01264	1	
	14.662	0.465898	0.457816	0.0161636	0.931796	0.47398	0.915633	0	1.0682	1.06818	1.00481	1.00871	1.06818	1.01264	1	
	14.663	0.465901	0.457819	0.0161625	0.931801	0.473982	0.915639	0	1.0682	1.06818	1.00481	1.00871	1.06818	1.01264	1	
	14.664	0.465903	0.457822	0.0161615	0.931806	0.473984	0.915644	0	1.06819	1.06818	1.00481	1.00871	1.06818	1.01264	1	
	14.665	0.465905	0.457825	0.0161604	0.93181	0.473985	0.91565	0	1.06819	1.06817	1.00481	1.00871	1.06817	1.01264	1	
	14.666	0.465908	0.457828	0.0161594	0.931815	0.473987	0.915656	0	1.06818	1.06817	1.00481	1.0087	1.06817	1.01264	1	
	14.667	0.46591	0.457831	0.0161584	0.93182	0.473989	0.915661	0	1.06818	1.06816	1.00481	1.0087	1.06816	1.01263	1	
	14.668	0.465912	0.457834	0.0161573	0.931824	0.473991	0.915667	0	1.06818	1.06816	1.00481	1.0087	1.06816	1.01263	1	
	14.669	0.465915	0.457836	0.0161563	0.931829	0.473993	0.915673	0	1.06817	1.06815	1.00481	1.0087	1.06815	1.01263	1	
	14.67	0.465917	0.457839	0.0161552	0.931834	0.473994	0.915678	0	1.06817	1.06815	1.00481	1.0087	1.06815	1.01263	1	
	14.671	0.465919	0.457842	0.0161542	0.931838	0.473996	0.915684	0	1.06816	1.06814	1.00481	1.0087	1.06814	1.01263	1	
	14.672	0.465921	0.457845	0.0161532	0.931843	0.473998	0.91569	0	1.06816	1.06814	1.0048	1.0087	1.06814	1.01263	1	
	14.673	0.465924	0.457848	0.0161521	0.931848	0.474	0.915695	0	1.06815	1.06813	1.0048	1.0087	1.06813	1.01262	1	
	14.674	0.465926	0.457851	0.0161511	0.931852	0.474002	0.915701	0	1.06815	1.06813	1.0048	1.0087	1.06813	1.01262	1	
	14.675	0.465928	0.457853	0.01615	0.931857	0.474003	0.915707	0	1.06814	1.06812	1.0048	1.00869	1.06812	1.01262	1	
	14.676	0.465931	0.457856	0.016149	0.931862	0.474005	0.915713	0	1.06814	1.06812	1.0048	1.00869	1.06812	1.01262	1	
	14.677	0.465933	0.457859	0.016148	0.931866	0.474007	0.915718	0	1.06813	1.06811	1.0048	1.00869	1.06811	1.01262	1	
	14.678	0.465935	0.457862	0.0161469	0.931871	0.474009	0.915724	0	1.06813	1.06811	1.0048	1.00869	1.06811	1.01262	1	
	14.679	0.465938	0.457865	0.0161459	0.931875	0.474011	0.91573	0	1.06812	1.06811	1.0048	1.00869	1.06811	1.01261	1	
	14.68	0.46594	0.457868	0.0161448	0.93188	0.474012	0.915735	0	1.06812	1.0681	1.0048	1.00869	1.0681	1.01261	1	
	14.681	0.465942	0.45787	0.0161438	0.931885	0.474014	0.915741	0	1.06812	1.0681	1.0048	1.00869	1.0681	1.01261	1	
	14.682	0.465945	0.457873	0.0161428	0.931889	0.474016	0.915747	0	1.06811	1.06809	1.0048	1.00869	1.06809	1.01261	1	
	14.683	0.465947	0.457876	0.0161417	0.931894	0.474018	0.915752	0	1.06811	1.06809	1.0048	1.00869	1.06809	1.01261	1	
	14.684	0.465949	0.457879	0.0161407	0.931899	0.47402	0.915758	0	1.0681	1.06808	1.0048	1.00868	1.06808	1.01261	1	
	14.685	0.465952	0.457882	0.0161396	0.931903	0.474021	0.915764	0	1.0681	1.06808	1.0048	1.00868	1.06808	1.01261	1	
	14.686	0.465954	0.457885	0.0161386	0.931908	0.474023	0.915769	0	1.06809	1.06807	1.0048	1.00868	1.06807	1.0126	1	
	14.687	0.465956	0.457888	0.0161376	0.931913	0.474025	0.915775	0	1.06809	1.06807	1.00479	1.00868	1.06807	1.0126	1	
	14.688	0.465959	0.45789	0.0161365	0.931917	0.474027	0.915781	0	1.06808	1.06806	1.00479	1.00868	1.06806	1.0126	1	
	14.689	0.465961	0.457893	0.0161355	0.931922	0.474029	0.915786	0	1.06808	1.06806	1.00479	1.00868	1.06806	1.0126	1	
	14.69	0.465963	0.457896	0.0161345	0.931926	0.47403	0.915792	0	1.06807	1.06805	1.00479	1.00868	1.06805	1.0126	1	
	14.691	0.465966	0.457899	0.0161334	0.931931	0.474032	0.915798	0	1.06807	1.06805	1.00479	1.00868	1.06805	1.0126	1	
	14.692	0.465968	0.457902	0.0161324	0.931936	0.474034	0.915803	0	1.06806	1.06805	1.00479	1.00868	1.06805	1.01259	1	
	14.693	0.46597	0.457905	0.0161314	0.93194	0.474036	0.915809	0	1.06806	1.06804	1.00479	1.00867	1.06804	1.01259	1	
	14.694	0.465973	0.457907	0.0161303	0.931945	0.474038	0.915815	0	1.06805	1.06804	1.00479	1.00867	1.06804	1.01259	1	
	14.695	0.465975	0.45791	0.0161293	0.93195	0.474039	0.91582	0	1.06805	1.06803	1.00479	1.00867	1.06803	1.01259	1	
	14.696	0.465977	0.457913	0.0161282	0.931954	0.474041	0.915826	0	1.06805	1.06803	1.00479	1.00867	1.06803	1.01259	1	
	14.697	0.465979	0.457916	0.0161272	0.931959	0.474043	0.915832	0	1.06804	1.06802	1.00479	1.00867	1.06802	1.01259	1	
	14.698	0.465982	0.457919	0.0161262	0.931964	0.474045	0.915837	0	1.06804	1.06802	1.00479	1.00867	1.06802	1.01258	1	
	14.699	0.465984	0.457922	0.0161251	0.931968	0.474047	0.915843	0	1.06803	1.06801	1.00479	1.00867	1.06801	1.01258	1	
	14.7	0.465986	0.457924	0.0161241	0.931973	0.474048	0.915849	0	1.06803	1.06801	1.00479	1.00867	1.06801	1.01258	1	
	14.701	0.465989	0.457927	0.0161231	0.931977	0.47405	0.915854	0	1.06802	1.068	1.00479	1.00866	1.068	1.01258	1	
	14.702	0.465991	0.45793	0.016122	0.931982	0.474052	0.91586	0	1.06802	1.068	1.00478	1.00866	1.068	1.01258	1	
	14.703	0.465993	0.457933	0.016121	0.931987	0.474054	0.915866	0	1.06801	1.06799	1.00478	1.00866	1.06799	1.01258	1	
	14.704	0.465996	0.457936	0.01612	0.931991	0.474056	0.915871	0	1.06801	1.06799	1.00478	1.00866	1.06799	1.01257	1	
	14.705	0.465998	0.457939	0.0161189	0.931996	0.474057	0.915877	0	1.068	1.06799	1.00478	1.00866	1.06799	1.01257	1	
	14.706	0.466	0.457941	0.0161179	0.932001	0.474059	0.915883	0	1.068	1.06798	1.00478	1.00866	1.06798	1.01257	1	
	14.707	0.466003	0.457944	0.0161168	0.932005	0.474061	0.915888	0	1.06799	1.06798	1.00478	1.00866	1.06798	1.01257	1	
	14.708	0.466005	0.457947	0.0161158	0.93201	0.474063	0.915894	0	1.06799	1.06797	1.00478	1.00866	1.06797	1.01257	1	
	14.709	0.466007	0.45795	0.0161148	0.932014	0.474065	0.9159	0	1.06799	1.06797	1.00478	1.00866	1.06797	1.01257	1	
	14.71	0.46601	0.457953	0.0161137	0.932019	0.474066	0.915905	0	1.06798	1.06796	1.00478	1.00865	1.06796	1.01256	1	
	14.711	0.466012	0.457955	0.0161127	0.932024	0.474068	0.915911	0	1.06798	1.06796	1.00478	1.00865	1.06796	1.01256	1	
	14.712	0.466014	0.457958	0.0161117	0.932028	0.47407	0.915917	0	1.06797	1.06795	1.00478	1.00865	1.06795	1.01256	1	
	14.713	0.466016	0.457961	0.0161106	0.932033	0.474072	0.915922	0	1.06797	1.06795	1.00478	1.00865	1.06795	1.01256	1	
	14.714	0.466019	0.457964	0.0161096	0.932038	0.474074	0.915928	0	1.06796	1.06794	1.00478	1.00865	1.06794	1.01256	1	
	14.715	0.466021	0.457967	0.0161086	0.932042	0.474075	0.915934	0	1.06796	1.06794	1.00478	1.00865	1.06794	1.01256	1	
	14.716	0.466023	0.45797	0.0161075	0.932047	0.474077	0.915939	0	1.06795	1.06793	1.00478	1.00865	1.06793	1.01255	1	
	14.717	0.466026	0.457972	0.0161065	0.932051	0.474079	0.915945	0	1.06795	1.06793	1.00477	1.00865	1.06793	1.01255	1	
	14.718	0.466028	0.457975	0.0161055	0.932056	0.474081	0.915951	0	1.06794	1.06793	1.00477	1.00865	1.06793	1.01255	1	
	14.719	0.46603	0.457978	0.0161044	0.932061	0.474083	0.915956	0	1.06794	1.06792	1.00477	1.00864	1.06792	1.01255	1	
	14.72	0.466033	0.457981	0.0161034	0.932065	0.474084	0.915962	0	1.06793	1.06792	1.00477	1.00864	1.06792	1.01255	1	
	14.721	0.466035	0.457984	0.0161024	0.93207	0.474086	0.915967	0	1.06793	1.06791	1.00477	1.00864	1.06791	1.01255	1	
	14.722	0.466037	0.457987	0.0161013	0.932074	0.474088	0.915973	0	1.06793	1.06791	1.00477	1.00864	1.06791	1.01254	1	
	14.723	0.46604	0.457989	0.0161003	0.932079	0.47409	0.915979	0	1.06792	1.0679	1.00477	1.00864	1.0679	1.01254	1	
	14.724	0.466042	0.457992	0.0160993	0.932084	0.474091	0.915984	0	1.06792	1.0679	1.00477	1.00864	1.0679	1.01254	1	
	14.725	0.466044	0.457995	0.0160982	0.932088	0.474093	0.91599	0	1.06791	1.06789	1.00477	1.00864	1.06789	1.01254	1	
	14.726	0.466046	0.457998	0.0160972	0.932093	0.474095	0.915996	0	1.06791	1.06789	1.00477	1.00864	1.06789	1.01254	1	
	14.727	0.466049	0.458001	0.0160962	0.932098	0.474097	0.916001	0	1.0679	1.06788	1.00477	1.00864	1.06788	1.01254	1	
	14.728	0.466051	0.458003	0.0160951	0.932102	0.474099	0.916007	0	1.0679	1.06788	1.00477	1.00863	1.06788	1.01254	1	
	14.729	0.466053	0.458006	0.0160941	0.932107	0.4741	0.916013	0	1.06789	1.06787	1.00477	1.00863	1.06787	1.01253	1	
	14.73	0.466056	0.458009	0.0160931	0.932111	0.474102	0.916018	0	1.06789	1.06787	1.00477	1.00863	1.06787	1.01253	1	
	14.731	0.466058	0.458012	0.0160921	0.932116	0.474104	0.916024	0	1.06788	1.06787	1.00477	1.00863	1.06787	1.01253	1	
	14.732	0.46606	0.458015	0.016091	0.932121	0.474106	0.91603	0	1.06788	1.06786	1.00476	1.00863	1.06786	1.01253	1	
	14.733	0.466063	0.458018	0.01609	0.932125	0.474108	0.916035	0	1.06787	1.06786	1.00476	1.00863	1.06786	1.01253	1	
	14.734	0.466065	0.45802	0.016089	0.93213	0.474109	0.916041	0	1.06787	1.06785	1.00476	1.00863	1.06785	1.01253	1	
	14.735	0.466067	0.458023	0.0160879	0.932134	0.474111	0.916046	0	1.06787	1.06785	1.00476	1.00863	1.06785	1.01252	1	
	14.736	0.466069	0.458026	0.0160869	0.932139	0.474113	0.916052	0	1.06786	1.06784	1.00476	1.00862	1.06784	1.01252	1	
