	n	zI	zG_X_XX	zG_X_XY	zG_Y_XY	zG_Z_ZZ	zG_Z_ZW	zG_W_ZW	wI_star	wG_X_XX	wG_X_XY	wG_Y_XY	wG_Z_ZZ	wG_Z_ZW	wG_W_ZW	
	2.119	0.26404	0.228721	0.0706366	0.528079	0.299358	0.457443	0	1.47192	1.46716	1.26758	1.30261	1.46773	1.37256	1	
	2.12	0.264151	0.228837	0.0706286	0.528302	0.299465	0.457673	0	1.4717	1.46694	1.26732	1.30237	1.46751	1.3723	1	
	2.121	0.264262	0.228952	0.0706206	0.528524	0.299572	0.457904	0	1.47148	1.46673	1.26705	1.30213	1.46729	1.37203	1	
	2.122	0.264373	0.229067	0.0706125	0.528746	0.299679	0.458134	0	1.47125	1.46651	1.26679	1.30189	1.46707	1.37177	1	
	2.123	0.264484	0.229182	0.0706044	0.528968	0.299786	0.458364	0	1.47103	1.46629	1.26653	1.30165	1.46686	1.37151	1	
	2.124	0.264595	0.229297	0.0705963	0.52919	0.299893	0.458594	0	1.47081	1.46608	1.26627	1.30141	1.46664	1.37124	1	
	2.125	0.264706	0.229412	0.0705882	0.529412	0.3	0.458824	0	1.47059	1.46586	1.26601	1.30118	1.46642	1.37098	1	
	2.126	0.264817	0.229527	0.0705801	0.529633	0.300107	0.459053	0	1.47037	1.46565	1.26575	1.30094	1.4662	1.37072	1	
	2.127	0.264927	0.229641	0.070572	0.529854	0.300213	0.459282	0	1.47015	1.46543	1.26549	1.3007	1.46599	1.37046	1	
	2.128	0.265038	0.229756	0.0705638	0.530075	0.300319	0.459511	0	1.46992	1.46522	1.26523	1.30046	1.46577	1.3702	1	
	2.129	0.265148	0.22987	0.0705556	0.530296	0.300426	0.45974	0	1.4697	1.465	1.26497	1.30023	1.46555	1.36994	1	
	2.13	0.265258	0.229985	0.0705474	0.530516	0.300532	0.459969	0	1.46948	1.46479	1.26471	1.29999	1.46534	1.36968	1	
	2.131	0.265368	0.230099	0.0705392	0.530737	0.300638	0.460198	0	1.46926	1.46457	1.26445	1.29975	1.46512	1.36942	1	
	2.132	0.265478	0.230213	0.0705309	0.530957	0.300744	0.460426	0	1.46904	1.46436	1.2642	1.29952	1.46491	1.36916	1	
	2.133	0.265588	0.230327	0.0705227	0.531177	0.30085	0.460654	0	1.46882	1.46414	1.26394	1.29928	1.46469	1.3689	1	
	2.134	0.265698	0.230441	0.0705144	0.531396	0.300955	0.460882	0	1.4686	1.46393	1.26368	1.29905	1.46448	1.36864	1	
	2.135	0.265808	0.230555	0.0705061	0.531616	0.301061	0.46111	0	1.46838	1.46371	1.26342	1.29881	1.46426	1.36838	1	
	2.136	0.265918	0.230669	0.0704978	0.531835	0.301166	0.461337	0	1.46816	1.4635	1.26317	1.29857	1.46405	1.36812	1	
	2.137	0.266027	0.230782	0.0704894	0.532054	0.301272	0.461565	0	1.46795	1.46329	1.26291	1.29834	1.46383	1.36786	1	
	2.138	0.266137	0.230896	0.0704811	0.532273	0.301377	0.461792	0	1.46773	1.46307	1.26266	1.29811	1.46362	1.3676	1	
	2.139	0.266246	0.23101	0.0704727	0.532492	0.301482	0.462019	0	1.46751	1.46286	1.2624	1.29787	1.4634	1.36734	1	
	2.14	0.266355	0.231123	0.0704643	0.53271	0.301587	0.462246	0	1.46729	1.46265	1.26215	1.29764	1.46319	1.36708	1	
	2.141	0.266464	0.231236	0.0704559	0.532929	0.301692	0.462473	0	1.46707	1.46243	1.26189	1.2974	1.46297	1.36683	1	
	2.142	0.266573	0.23135	0.0704475	0.533147	0.301797	0.462699	0	1.46685	1.46222	1.26164	1.29717	1.46276	1.36657	1	
	2.143	0.266682	0.231463	0.070439	0.533364	0.301902	0.462925	0	1.46664	1.46201	1.26138	1.29694	1.46255	1.36631	1	
	2.144	0.266791	0.231576	0.0704306	0.533582	0.302006	0.463152	0	1.46642	1.4618	1.26113	1.2967	1.46233	1.36606	1	
	2.145	0.2669	0.231689	0.0704221	0.5338	0.302111	0.463377	0	1.4662	1.46159	1.26088	1.29647	1.46212	1.3658	1	
	2.146	0.267008	0.231802	0.0704136	0.534017	0.302215	0.463603	0	1.46598	1.46137	1.26062	1.29624	1.46191	1.36554	1	
	2.147	0.267117	0.231914	0.0704051	0.534234	0.302319	0.463829	0	1.46577	1.46116	1.26037	1.29601	1.46169	1.36529	1	
	2.148	0.267225	0.232027	0.0703966	0.534451	0.302424	0.464054	0	1.46555	1.46095	1.26012	1.29577	1.46148	1.36503	1	
	2.149	0.267334	0.23214	0.070388	0.534667	0.302528	0.464279	0	1.46533	1.46074	1.25987	1.29554	1.46127	1.36477	1	
	2.15	0.267442	0.232252	0.0703794	0.534884	0.302632	0.464504	0	1.46512	1.46053	1.25961	1.29531	1.46106	1.36452	1	
	2.151	0.26755	0.232365	0.0703709	0.5351	0.302735	0.464729	0	1.4649	1.46032	1.25936	1.29508	1.46085	1.36426	1	
	2.152	0.267658	0.232477	0.0703622	0.535316	0.302839	0.464954	0	1.46468	1.46011	1.25911	1.29485	1.46063	1.36401	1	
	2.153	0.267766	0.232589	0.0703536	0.535532	0.302943	0.465178	0	1.46447	1.4599	1.25886	1.29462	1.46042	1.36375	1	
	2.154	0.267874	0.232701	0.070345	0.535747	0.303046	0.465402	0	1.46425	1.45969	1.25861	1.29439	1.46021	1.3635	1	
	2.155	0.267981	0.232813	0.0703363	0.535963	0.30315	0.465627	0	1.46404	1.45948	1.25836	1.29416	1.46	1.36325	1	
	2.156	0.268089	0.232925	0.0703277	0.536178	0.303253	0.46585	0	1.46382	1.45927	1.25811	1.29393	1.45979	1.36299	1	
	2.157	0.268197	0.233037	0.070319	0.536393	0.303356	0.466074	0	1.46361	1.45906	1.25786	1.2937	1.45958	1.36274	1	
	2.158	0.268304	0.233149	0.0703103	0.536608	0.303459	0.466298	0	1.46339	1.45885	1.25761	1.29347	1.45937	1.36249	1	
	2.159	0.268411	0.233261	0.0703015	0.536823	0.303562	0.466521	0	1.46318	1.45864	1.25736	1.29324	1.45916	1.36223	1	
	2.16	0.268519	0.233372	0.0702928	0.537037	0.303665	0.466744	0	1.46296	1.45843	1.25712	1.29301	1.45895	1.36198	1	
	2.161	0.268626	0.233484	0.070284	0.537251	0.303768	0.466967	0	1.46275	1.45822	1.25687	1.29279	1.45874	1.36173	1	
	2.162	0.268733	0.233595	0.0702753	0.537465	0.30387	0.46719	0	1.46253	1.45801	1.25662	1.29256	1.45853	1.36148	1	
	2.163	0.26884	0.233706	0.0702665	0.537679	0.303973	0.467413	0	1.46232	1.4578	1.25637	1.29233	1.45832	1.36122	1	
	2.164	0.268946	0.233818	0.0702577	0.537893	0.304075	0.467635	0	1.46211	1.45759	1.25613	1.2921	1.45811	1.36097	1	
	2.165	0.269053	0.233929	0.0702489	0.538106	0.304178	0.467857	0	1.46189	1.45739	1.25588	1.29188	1.4579	1.36072	1	
	2.166	0.26916	0.23404	0.07024	0.538319	0.30428	0.468079	0	1.46168	1.45718	1.25563	1.29165	1.45769	1.36047	1	
	2.167	0.269266	0.234151	0.0702312	0.538533	0.304382	0.468301	0	1.46147	1.45697	1.25539	1.29142	1.45748	1.36022	1	
	2.168	0.269373	0.234262	0.0702223	0.538745	0.304484	0.468523	0	1.46125	1.45676	1.25514	1.2912	1.45727	1.35997	1	
	2.169	0.269479	0.234372	0.0702134	0.538958	0.304586	0.468745	0	1.46104	1.45656	1.2549	1.29097	1.45706	1.35972	1	
	2.17	0.269585	0.234483	0.0702045	0.539171	0.304687	0.468966	0	1.46083	1.45635	1.25465	1.29074	1.45686	1.35947	1	
	2.171	0.269691	0.234594	0.0701956	0.539383	0.304789	0.469187	0	1.46062	1.45614	1.25441	1.29052	1.45665	1.35922	1	
	2.172	0.269797	0.234704	0.0701866	0.539595	0.304891	0.469408	0	1.46041	1.45593	1.25417	1.29029	1.45644	1.35897	1	
	2.173	0.269903	0.234815	0.0701777	0.539807	0.304992	0.469629	0	1.46019	1.45573	1.25392	1.29007	1.45623	1.35872	1	
	2.174	0.270009	0.234925	0.0701687	0.540018	0.305094	0.46985	0	1.45998	1.45552	1.25368	1.28984	1.45602	1.35847	1	
	2.175	0.270115	0.235035	0.0701597	0.54023	0.305195	0.47007	0	1.45977	1.45531	1.25343	1.28962	1.45582	1.35822	1	
	2.176	0.270221	0.235145	0.0701507	0.540441	0.305296	0.47029	0	1.45956	1.45511	1.25319	1.28939	1.45561	1.35797	1	
	2.177	0.270326	0.235255	0.0701417	0.540652	0.305397	0.470511	0	1.45935	1.4549	1.25295	1.28917	1.4554	1.35773	1	
	2.178	0.270432	0.235365	0.0701327	0.540863	0.305498	0.470731	0	1.45914	1.4547	1.25271	1.28895	1.4552	1.35748	1	
	2.179	0.270537	0.235475	0.0701236	0.541074	0.305599	0.47095	0	1.45893	1.45449	1.25247	1.28872	1.45499	1.35723	1	
	2.18	0.270642	0.235585	0.0701146	0.541284	0.305699	0.47117	0	1.45872	1.45429	1.25222	1.2885	1.45478	1.35698	1	
	2.181	0.270747	0.235695	0.0701055	0.541495	0.3058	0.471389	0	1.45851	1.45408	1.25198	1.28828	1.45458	1.35674	1	
	2.182	0.270852	0.235804	0.0700964	0.541705	0.305901	0.471608	0	1.4583	1.45388	1.25174	1.28805	1.45437	1.35649	1	
	2.183	0.270957	0.235914	0.0700873	0.541915	0.306001	0.471828	0	1.45809	1.45367	1.2515	1.28783	1.45417	1.35624	1	
	2.184	0.271062	0.236023	0.0700781	0.542125	0.306101	0.472046	0	1.45788	1.45347	1.25126	1.28761	1.45396	1.356	1	
	2.185	0.271167	0.236133	0.070069	0.542334	0.306202	0.472265	0	1.45767	1.45326	1.25102	1.28739	1.45375	1.35575	1	
	2.186	0.271272	0.236242	0.0700598	0.542543	0.306302	0.472484	0	1.45746	1.45306	1.25078	1.28717	1.45355	1.3555	1	
	2.187	0.271376	0.236351	0.0700507	0.542753	0.306402	0.472702	0	1.45725	1.45285	1.25054	1.28695	1.45334	1.35526	1	
	2.188	0.271481	0.23646	0.0700415	0.542962	0.306502	0.47292	0	1.45704	1.45265	1.2503	1.28672	1.45314	1.35501	1	
	2.189	0.271585	0.236569	0.0700323	0.54317	0.306601	0.473138	0	1.45683	1.45245	1.25007	1.2865	1.45293	1.35477	1	
	2.19	0.271689	0.236678	0.0700231	0.543379	0.306701	0.473356	0	1.45662	1.45224	1.24983	1.28628	1.45273	1.35452	1	
	2.191	0.271794	0.236787	0.0700138	0.543587	0.306801	0.473574	0	1.45641	1.45204	1.24959	1.28606	1.45253	1.35428	1	
	2.192	0.271898	0.236896	0.0700046	0.543796	0.3069	0.473791	0	1.4562	1.45184	1.24935	1.28584	1.45232	1.35403	1	
	2.193	0.272002	0.237004	0.0699953	0.544004	0.306999	0.474008	0	1.456	1.45163	1.24912	1.28562	1.45212	1.35379	1	
	2.194	0.272106	0.237113	0.069986	0.544211	0.307099	0.474225	0	1.45579	1.45143	1.24888	1.2854	1.45191	1.35355	1	
	2.195	0.27221	0.237221	0.0699768	0.544419	0.307198	0.474442	0	1.45558	1.45123	1.24864	1.28518	1.45171	1.3533	1	
	2.196	0.272313	0.23733	0.0699674	0.544627	0.307297	0.474659	0	1.45537	1.45103	1.24841	1.28496	1.45151	1.35306	1	
	2.197	0.272417	0.237438	0.0699581	0.544834	0.307396	0.474876	0	1.45517	1.45082	1.24817	1.28475	1.4513	1.35281	1	
	2.198	0.27252	0.237546	0.0699488	0.545041	0.307495	0.475092	0	1.45496	1.45062	1.24793	1.28453	1.4511	1.35257	1	
	2.199	0.272624	0.237654	0.0699394	0.545248	0.307594	0.475308	0	1.45475	1.45042	1.2477	1.28431	1.4509	1.35233	1	
	2.2	0.272727	0.237762	0.0699301	0.545455	0.307692	0.475524	0	1.45455	1.45022	1.24746	1.28409	1.45069	1.35209	1	
	2.201	0.272831	0.23787	0.0699207	0.545661	0.307791	0.47574	0	1.45434	1.45002	1.24723	1.28387	1.45049	1.35184	1	
	2.202	0.272934	0.237978	0.0699113	0.545867	0.307889	0.475956	0	1.45413	1.44982	1.24699	1.28366	1.45029	1.3516	1	
	2.203	0.273037	0.238086	0.0699019	0.546074	0.307988	0.476172	0	1.45393	1.44961	1.24676	1.28344	1.45009	1.35136	1	
	2.204	0.27314	0.238194	0.0698925	0.546279	0.308086	0.476387	0	1.45372	1.44941	1.24653	1.28322	1.44989	1.35112	1	
	2.205	0.273243	0.238301	0.069883	0.546485	0.308184	0.476602	0	1.45351	1.44921	1.24629	1.283	1.44968	1.35088	1	
	2.206	0.273345	0.238409	0.0698736	0.546691	0.308282	0.476817	0	1.45331	1.44901	1.24606	1.28279	1.44948	1.35064	1	
	2.207	0.273448	0.238516	0.0698641	0.546896	0.30838	0.477032	0	1.4531	1.44881	1.24583	1.28257	1.44928	1.3504	1	
	2.208	0.273551	0.238623	0.0698546	0.547101	0.308478	0.477247	0	1.4529	1.44861	1.2456	1.28236	1.44908	1.35016	1	
	2.209	0.273653	0.238731	0.0698451	0.547306	0.308576	0.477461	0	1.45269	1.44841	1.24536	1.28214	1.44888	1.34992	1	
	2.21	0.273756	0.238838	0.0698356	0.547511	0.308673	0.477676	0	1.45249	1.44821	1.24513	1.28192	1.44868	1.34968	1	
	2.211	0.273858	0.238945	0.0698261	0.547716	0.308771	0.47789	0	1.45228	1.44801	1.2449	1.28171	1.44848	1.34944	1	
	2.212	0.27396	0.239052	0.0698166	0.54792	0.308869	0.478104	0	1.45208	1.44781	1.24467	1.28149	1.44828	1.3492	1	
	2.213	0.274062	0.239159	0.069807	0.548125	0.308966	0.478318	0	1.45188	1.44761	1.24444	1.28128	1.44808	1.34896	1	
	2.214	0.274164	0.239266	0.0697975	0.548329	0.309063	0.478531	0	1.45167	1.44741	1.24421	1.28106	1.44788	1.34872	1	
	2.215	0.274266	0.239372	0.0697879	0.548533	0.30916	0.478745	0	1.45147	1.44721	1.24398	1.28085	1.44768	1.34848	1	
	2.216	0.274368	0.239479	0.0697783	0.548736	0.309257	0.478958	0	1.45126	1.44702	1.24375	1.28064	1.44748	1.34824	1	
	2.217	0.27447	0.239586	0.0697687	0.54894	0.309354	0.479171	0	1.45106	1.44682	1.24352	1.28042	1.44728	1.348	1	
	2.218	0.274572	0.239692	0.0697591	0.549143	0.309451	0.479384	0	1.45086	1.44662	1.24329	1.28021	1.44708	1.34777	1	
	2.219	0.274673	0.239799	0.0697494	0.549347	0.309548	0.479597	0	1.45065	1.44642	1.24306	1.28	1.44688	1.34753	1	
	2.22	0.274775	0.239905	0.0697398	0.54955	0.309645	0.47981	0	1.45045	1.44622	1.24283	1.27978	1.44668	1.34729	1	
	2.221	0.274876	0.240011	0.0697301	0.549752	0.309741	0.480022	0	1.45025	1.44602	1.2426	1.27957	1.44648	1.34705	1	
	2.222	0.274977	0.240117	0.0697205	0.549955	0.309838	0.480235	0	1.45005	1.44583	1.24237	1.27936	1.44628	1.34682	1	
	2.223	0.275079	0.240223	0.0697108	0.550157	0.309934	0.480447	0	1.44984	1.44563	1.24215	1.27915	1.44608	1.34658	1	
	2.224	0.27518	0.240329	0.0697011	0.55036	0.31003	0.480659	0	1.44964	1.44543	1.24192	1.27893	1.44588	1.34634	1	
	2.225	0.275281	0.240435	0.0696914	0.550562	0.310127	0.48087	0	1.44944	1.44523	1.24169	1.27872	1.44569	1.34611	1	
	2.226	0.275382	0.240541	0.0696816	0.550764	0.310223	0.481082	0	1.44924	1.44504	1.24147	1.27851	1.44549	1.34587	1	
	2.227	0.275483	0.240647	0.0696719	0.550965	0.310319	0.481294	0	1.44903	1.44484	1.24124	1.2783	1.44529	1.34564	1	
	2.228	0.275583	0.240752	0.0696622	0.551167	0.310415	0.481505	0	1.44883	1.44464	1.24101	1.27809	1.44509	1.3454	1	
	2.229	0.275684	0.240858	0.0696524	0.551368	0.31051	0.481716	0	1.44863	1.44445	1.24079	1.27788	1.4449	1.34516	1	
	2.23	0.275785	0.240963	0.0696426	0.55157	0.310606	0.481927	0	1.44843	1.44425	1.24056	1.27767	1.4447	1.34493	1	
	2.231	0.275885	0.241069	0.0696328	0.551771	0.310702	0.482138	0	1.44823	1.44405	1.24034	1.27746	1.4445	1.34469	1	
	2.232	0.275986	0.241174	0.069623	0.551971	0.310797	0.482348	0	1.44803	1.44386	1.24011	1.27725	1.4443	1.34446	1	
	2.233	0.276086	0.241279	0.0696132	0.552172	0.310893	0.482559	0	1.44783	1.44366	1.23989	1.27704	1.44411	1.34423	1	
	2.234	0.276186	0.241385	0.0696034	0.552372	0.310988	0.482769	0	1.44763	1.44347	1.23966	1.27683	1.44391	1.34399	1	
	2.235	0.276286	0.24149	0.0695935	0.552573	0.311083	0.482979	0	1.44743	1.44327	1.23944	1.27662	1.44371	1.34376	1	
	2.236	0.276386	0.241595	0.0695837	0.552773	0.311178	0.483189	0	1.44723	1.44308	1.23921	1.27641	1.44352	1.34352	1	
	2.237	0.276486	0.241699	0.0695738	0.552973	0.311273	0.483399	0	1.44703	1.44288	1.23899	1.2762	1.44332	1.34329	1	
	2.238	0.276586	0.241804	0.0695639	0.553172	0.311368	0.483609	0	1.44683	1.44269	1.23877	1.27599	1.44313	1.34306	1	
	2.239	0.276686	0.241909	0.0695541	0.553372	0.311463	0.483818	0	1.44663	1.44249	1.23854	1.27578	1.44293	1.34282	1	
	2.24	0.276786	0.242014	0.0695441	0.553571	0.311558	0.484027	0	1.44643	1.4423	1.23832	1.27557	1.44274	1.34259	1	
	2.241	0.276885	0.242118	0.0695342	0.553771	0.311652	0.484236	0	1.44623	1.4421	1.2381	1.27537	1.44254	1.34236	1	
	2.242	0.276985	0.242223	0.0695243	0.55397	0.311747	0.484445	0	1.44603	1.44191	1.23788	1.27516	1.44234	1.34213	1	
	2.243	0.277084	0.242327	0.0695144	0.554169	0.311841	0.484654	0	1.44583	1.44171	1.23765	1.27495	1.44215	1.3419	1	
	2.244	0.277184	0.242431	0.0695044	0.554367	0.311936	0.484863	0	1.44563	1.44152	1.23743	1.27474	1.44195	1.34166	1	
	2.245	0.277283	0.242536	0.0694944	0.554566	0.31203	0.485071	0	1.44543	1.44133	1.23721	1.27454	1.44176	1.34143	1	
	2.246	0.277382	0.24264	0.0694845	0.554764	0.312124	0.48528	0	1.44524	1.44113	1.23699	1.27433	1.44157	1.3412	1	
	2.247	0.277481	0.242744	0.0694745	0.554962	0.312218	0.485488	0	1.44504	1.44094	1.23677	1.27412	1.44137	1.34097	1	
	2.248	0.27758	0.242848	0.0694645	0.55516	0.312312	0.485696	0	1.44484	1.44075	1.23655	1.27392	1.44118	1.34074	1	
	2.249	0.277679	0.242952	0.0694545	0.555358	0.312406	0.485903	0	1.44464	1.44055	1.23633	1.27371	1.44098	1.34051	1	
	2.25	0.277778	0.243056	0.0694444	0.555556	0.3125	0.486111	0	1.44444	1.44036	1.23611	1.2735	1.44079	1.34028	1	
	2.251	0.277876	0.243159	0.0694344	0.555753	0.312594	0.486319	0	1.44425	1.44017	1.23589	1.2733	1.4406	1.34005	1	
	2.252	0.277975	0.243263	0.0694244	0.55595	0.312687	0.486526	0	1.44405	1.43997	1.23567	1.27309	1.4404	1.33982	1	
	2.253	0.278074	0.243367	0.0694143	0.556147	0.312781	0.486733	0	1.44385	1.43978	1.23545	1.27289	1.44021	1.33959	1	
	2.254	0.278172	0.24347	0.0694042	0.556344	0.312874	0.48694	0	1.44366	1.43959	1.23524	1.27268	1.44002	1.33936	1	
	2.255	0.278271	0.243573	0.0693941	0.556541	0.312968	0.487147	0	1.44346	1.4394	1.23502	1.27248	1.43982	1.33913	1	
	2.256	0.278369	0.243677	0.069384	0.556738	0.313061	0.487354	0	1.44326	1.43921	1.2348	1.27227	1.43963	1.3389	1	
	2.257	0.278467	0.24378	0.0693739	0.556934	0.313154	0.48756	0	1.44307	1.43901	1.23458	1.27207	1.43944	1.33867	1	
	2.258	0.278565	0.243883	0.0693638	0.55713	0.313247	0.487766	0	1.44287	1.43882	1.23436	1.27187	1.43925	1.33844	1	
	2.259	0.278663	0.243986	0.0693537	0.557326	0.31334	0.487973	0	1.44267	1.43863	1.23415	1.27166	1.43905	1.33822	1	
	2.26	0.278761	0.244089	0.0693435	0.557522	0.313433	0.488179	0	1.44248	1.43844	1.23393	1.27146	1.43886	1.33799	1	
	2.261	0.278859	0.244192	0.0693334	0.557718	0.313526	0.488384	0	1.44228	1.43825	1.23371	1.27126	1.43867	1.33776	1	
	2.262	0.278957	0.244295	0.0693232	0.557913	0.313618	0.48859	0	1.44209	1.43806	1.2335	1.27105	1.43848	1.33753	1	
	2.263	0.279054	0.244398	0.0693131	0.558109	0.313711	0.488796	0	1.44189	1.43787	1.23328	1.27085	1.43829	1.3373	1	
	2.264	0.279152	0.244501	0.0693029	0.558304	0.313803	0.489001	0	1.4417	1.43768	1.23307	1.27065	1.43809	1.33708	1	
	2.265	0.279249	0.244603	0.0692927	0.558499	0.313896	0.489206	0	1.4415	1.43749	1.23285	1.27044	1.4379	1.33685	1	
	2.266	0.279347	0.244706	0.0692825	0.558694	0.313988	0.489411	0	1.44131	1.4373	1.23264	1.27024	1.43771	1.33662	1	
	2.267	0.279444	0.244808	0.0692722	0.558888	0.31408	0.489616	0	1.44111	1.43711	1.23242	1.27004	1.43752	1.3364	1	
	2.268	0.279541	0.24491	0.069262	0.559083	0.314172	0.489821	0	1.44092	1.43692	1.23221	1.26984	1.43733	1.33617	1	
	2.269	0.279639	0.245013	0.0692518	0.559277	0.314264	0.490025	0	1.44072	1.43673	1.23199	1.26964	1.43714	1.33595	1	
	2.27	0.279736	0.245115	0.0692415	0.559471	0.314356	0.49023	0	1.44053	1.43654	1.23178	1.26944	1.43695	1.33572	1	
	2.271	0.279833	0.245217	0.0692312	0.559665	0.314448	0.490434	0	1.44033	1.43635	1.23157	1.26924	1.43676	1.33549	1	
	2.272	0.27993	0.245319	0.069221	0.559859	0.31454	0.490638	0	1.44014	1.43616	1.23135	1.26903	1.43657	1.33527	1	
	2.273	0.280026	0.245421	0.0692107	0.560053	0.314632	0.490842	0	1.43995	1.43597	1.23114	1.26883	1.43638	1.33504	1	
	2.274	0.280123	0.245523	0.0692004	0.560246	0.314723	0.491046	0	1.43975	1.43578	1.23093	1.26863	1.43619	1.33482	1	
	2.275	0.28022	0.245625	0.0691901	0.56044	0.314815	0.491249	0	1.43956	1.43559	1.23071	1.26843	1.436	1.33459	1	
	2.276	0.280316	0.245726	0.0691797	0.560633	0.314906	0.491453	0	1.43937	1.4354	1.2305	1.26823	1.43581	1.33437	1	
	2.277	0.280413	0.245828	0.0691694	0.560826	0.314998	0.491656	0	1.43917	1.43521	1.23029	1.26803	1.43562	1.33415	1	
	2.278	0.280509	0.24593	0.0691591	0.561018	0.315089	0.491859	0	1.43898	1.43502	1.23008	1.26783	1.43543	1.33392	1	
	2.279	0.280606	0.246031	0.0691487	0.561211	0.31518	0.492062	0	1.43879	1.43484	1.22987	1.26764	1.43524	1.3337	1	
	2.28	0.280702	0.246133	0.0691384	0.561404	0.315271	0.492265	0	1.4386	1.43465	1.22966	1.26744	1.43505	1.33347	1	
	2.281	0.280798	0.246234	0.069128	0.561596	0.315362	0.492468	0	1.4384	1.43446	1.22944	1.26724	1.43486	1.33325	1	
	2.282	0.280894	0.246335	0.0691176	0.561788	0.315453	0.49267	0	1.43821	1.43427	1.22923	1.26704	1.43468	1.33303	1	
	2.283	0.28099	0.246436	0.0691072	0.56198	0.315544	0.492873	0	1.43802	1.43409	1.22902	1.26684	1.43449	1.33281	1	
	2.284	0.281086	0.246537	0.0690968	0.562172	0.315634	0.493075	0	1.43783	1.4339	1.22881	1.26664	1.4343	1.33258	1	
	2.285	0.281182	0.246638	0.0690864	0.562363	0.315725	0.493277	0	1.43764	1.43371	1.2286	1.26645	1.43411	1.33236	1	
	2.286	0.281277	0.246739	0.069076	0.562555	0.315815	0.493479	0	1.43745	1.43352	1.22839	1.26625	1.43392	1.33214	1	
	2.287	0.281373	0.24684	0.0690655	0.562746	0.315906	0.49368	0	1.43725	1.43334	1.22819	1.26605	1.43374	1.33192	1	
	2.288	0.281469	0.246941	0.0690551	0.562937	0.315996	0.493882	0	1.43706	1.43315	1.22798	1.26585	1.43355	1.33169	1	
	2.289	0.281564	0.247042	0.0690446	0.563128	0.316086	0.494083	0	1.43687	1.43296	1.22777	1.26566	1.43336	1.33147	1	
	2.29	0.281659	0.247142	0.0690342	0.563319	0.316176	0.494285	0	1.43668	1.43278	1.22756	1.26546	1.43317	1.33125	1	
	2.291	0.281755	0.247243	0.0690237	0.563509	0.316267	0.494486	0	1.43649	1.43259	1.22735	1.26526	1.43299	1.33103	1	
	2.292	0.28185	0.247343	0.0690132	0.5637	0.316357	0.494687	0	1.4363	1.43241	1.22714	1.26507	1.4328	1.33081	1	
	2.293	0.281945	0.247444	0.0690027	0.56389	0.316446	0.494887	0	1.43611	1.43222	1.22694	1.26487	1.43261	1.33059	1	
	2.294	0.28204	0.247544	0.0689922	0.56408	0.316536	0.495088	0	1.43592	1.43203	1.22673	1.26468	1.43243	1.33037	1	
	2.295	0.282135	0.247644	0.0689817	0.56427	0.316626	0.495288	0	1.43573	1.43185	1.22652	1.26448	1.43224	1.33015	1	
	2.296	0.28223	0.247744	0.0689712	0.56446	0.316716	0.495489	0	1.43554	1.43166	1.22632	1.26428	1.43205	1.32993	1	
	2.297	0.282325	0.247844	0.0689606	0.56465	0.316805	0.495689	0	1.43535	1.43148	1.22611	1.26409	1.43187	1.32971	1	
	2.298	0.282419	0.247944	0.0689501	0.564839	0.316895	0.495889	0	1.43516	1.43129	1.2259	1.26389	1.43168	1.32949	1	
	2.299	0.282514	0.248044	0.0689395	0.565028	0.316984	0.496089	0	1.43497	1.43111	1.2257	1.2637	1.4315	1.32927	1	
	2.3	0.282609	0.248144	0.068929	0.565217	0.317073	0.496288	0	1.43478	1.43092	1.22549	1.2635	1.43131	1.32905	1	
	2.301	0.282703	0.248244	0.0689184	0.565406	0.317162	0.496488	0	1.43459	1.43074	1.22529	1.26331	1.43113	1.32883	1	
	2.302	0.282798	0.248344	0.0689078	0.565595	0.317251	0.496687	0	1.4344	1.43055	1.22508	1.26312	1.43094	1.32861	1	
	2.303	0.282892	0.248443	0.0688972	0.565784	0.31734	0.496887	0	1.43422	1.43037	1.22488	1.26292	1.43076	1.3284	1	
	2.304	0.282986	0.248543	0.0688866	0.565972	0.317429	0.497086	0	1.43403	1.43019	1.22467	1.26273	1.43057	1.32818	1	
	2.305	0.28308	0.248642	0.068876	0.566161	0.317518	0.497285	0	1.43384	1.43	1.22447	1.26254	1.43039	1.32796	1	
	2.306	0.283174	0.248742	0.0688654	0.566349	0.317607	0.497483	0	1.43365	1.42982	1.22426	1.26234	1.4302	1.32774	1	
	2.307	0.283268	0.248841	0.0688547	0.566537	0.317696	0.497682	0	1.43346	1.42963	1.22406	1.26215	1.43002	1.32752	1	
	2.308	0.283362	0.24894	0.0688441	0.566724	0.317784	0.49788	0	1.43328	1.42945	1.22386	1.26196	1.42983	1.32731	1	
	2.309	0.283456	0.249039	0.0688334	0.566912	0.317873	0.498079	0	1.43309	1.42927	1.22365	1.26176	1.42965	1.32709	1	
	2.31	0.28355	0.249138	0.0688228	0.5671	0.317961	0.498277	0	1.4329	1.42908	1.22345	1.26157	1.42947	1.32687	1	
	2.311	0.283643	0.249237	0.0688121	0.567287	0.318049	0.498475	0	1.43271	1.4289	1.22325	1.26138	1.42928	1.32666	1	
	2.312	0.283737	0.249336	0.0688014	0.567474	0.318138	0.498673	0	1.43253	1.42872	1.22304	1.26119	1.4291	1.32644	1	
	2.313	0.283831	0.249435	0.0687907	0.567661	0.318226	0.49887	0	1.43234	1.42854	1.22284	1.261	1.42891	1.32622	1	
